会場,開催日,箱番号,番号,レーン名,品名,ブランド名,枠,脇石,重量,品番,,ランク,スタート価格,予想時刻,オークション結果,落札価格
JBA金沢,2024/6/8,221,6,---,時計,ROLEX,YG/SS,AT,,16803,,,0,,落札,1230000
JBA金沢,2024/6/8,221,7,---,時計,ROLEX,SS,AT,,16700,,,0,,落札,1280000
JBA金沢,2024/6/8,221,10,---,時計,ROLEX,YG,AT,,16528,,,0,,落札,4300000
JBA金沢,2024/6/8,224,1,---,時計,ROLEX,WG/SS,AT,,67194,,,0,,落札,370000
JBA金沢,2024/6/8,224,2,---,時計,ROLEX,YG/SS,AT,,69173,,,0,,落札,460000
JBA金沢,2024/6/8,224,3,---,時計,ROLEX,YG/SS,AT,,69173,,,0,,落札,426000
JBA金沢,2024/6/8,224,5,---,時計,ROLEX,YG,AT,,69178G,,,0,,落札,990000
JBA金沢,2024/6/8,224,7,---,時計,ROLEX,YG/SS,AT,,16233,,,0,,落札,770000
JBA金沢,2024/6/8,224,8,---,時計,ROLEX,YG/SS,AT,,16233G,,,0,,落札,700000
JBA金沢,2024/6/8,224,10,---,時計,ROLEX,YG/SS,AT,,16803,,,0,,落札,1210000
JBA金沢,2024/6/8,231,2,---,時計,ROLEX,SS,AT,,16220,,,0,,落札,650000
JBA金沢,2024/6/8,232,1,---,時計,ROLEX,YG/SS,AT,,16613,,,0,,落札,1180000
JBA金沢,2024/6/8,235,2,---,時計,ROLEX,WG/SS,AT,,179174NRD,,,0,,落札,750000
JBA金沢,2024/6/8,235,3,---,時計,ROLEX,SS,AT,,114200,,,0,,落札,700000
JBA金沢,2024/6/8,237,1,---,時計,ROLEX,SS,AT,,16600,,,0,,落札,1100000
JBA金沢,2024/6/8,237,2,---,時計,ROLEX,WG/SS,AT,,16234G,,,0,,落札,690000
JBA金沢,2024/6/8,237,3,---,時計,ROLEX,YG/SS,AT,,16233G,,,0,,落札,660000
JBA金沢,2024/6/8,237,4,---,時計,ROLEX,SS,AT,,1603,,,0,,落札,430000
JBA金沢,2024/6/8,237,5,---,時計,ROLEX,SS,AT,,1603,,,0,,落札,420000
JBA金沢,2024/6/8,237,6,---,時計,ROLEX,PT/SS,AT,,16622,,,0,,落札,1000000
JBA金沢,2024/6/8,237,7,---,時計,ROLEX,SS,AT,,14000M,,,0,,落札,540000
JBA金沢,2024/6/8,237,8,---,時計,ROLEX,WG/SS,AT,,16234,,,0,,落札,605000
JBA金沢,2024/6/8,237,9,---,時計,ROLEX,WG/SS,AT,,68274G,,,0,,落札,730000
JBA金沢,2024/6/8,237,10,---,時計,ROLEX,YG/SS,AT,,69173,,,0,,落札,400000
JBA金沢,2024/6/8,239,6,---,時計,ROLEX,YG/SS,手巻,,5059,,,0,,落札,140000
JBA金沢,2024/6/8,239,8,---,時計,ROLEX,SS,AT,,116520,,,0,,落札,2730000
JBA金沢,2024/6/8,242,1,---,時計,ROLEX,SS,AT,,16570,,,0,,落札,740000
JBA金沢,2024/6/8,242,2,---,時計,ROLEX,YG/SS,AT,,126333,,,0,,落札,1970000
JBA金沢,2024/6/8,242,3,---,時計,ROLEX,SS,AT,,126710BLRO,,,0,,落札,2900000
JBA金沢,2024/6/8,242,4,---,時計,ROLEX,YG/SS,AT,,116503,,,0,,落札,2800000
JBA金沢,2024/6/8,243,1,---,時計,ROLEX,SS,AT,,16570,,,0,,落札,880000
JBA金沢,2024/6/8,243,2,---,時計,ROLEX,SS,AT,,16570,,,0,,落札,715000
JBA金沢,2024/6/8,243,4,---,時計,ROLEX,WG/SS,AT,,1601,,,0,,落札,415000
JBA金沢,2024/6/8,243,5,---,時計,ROLEX,SS,AT,,14000M,,,0,,落札,380000
JBA金沢,2024/6/8,244,1,---,時計,ROLEX,PT/SS,AT,,169622,,,0,,落札,560000
JBA金沢,2024/6/8,244,2,---,時計,ROLEX,YG/SS,AT,,68273,,,0,,落札,750000
JBA金沢,2024/6/8,244,3,---,時計,ROLEX,YG/SS,AT,,6917,,,0,,落札,200000
JBA金沢,2024/6/8,244,4,---,時計,ROLEX,YG/SS,AT,,6917,,,0,,落札,260000
JBA金沢,2024/6/8,246,1,---,時計,ROLEX,SS,AT,,116520,,,0,,落札,2500000
JBA金沢,2024/6/8,246,3,---,時計,ROLEX,YG,AT,,116688,,,0,,落札,4700000
JBA金沢,2024/6/8,247,7,---,時計,ROLEX,PG/SS,AT,,179171G,,,0,,落札,1100000
JBA金沢,2024/6/8,247,8,---,時計,ROLEX,YG/SS,AT,,126233,,,0,,落札,1900000
JBA金沢,2024/6/8,250,3,---,時計,ROLEX,SS,AT,,114270,,,0,,落札,617000
JBA金沢,2024/6/8,251,1,---,時計,ROLEX,SS,AT,,16660,,,0,,落札,920000
JBA金沢,2024/6/8,252,1,---,時計,ROLEX,YG/SS,AT,,69173,,,0,,落札,390000
JBA金沢,2024/6/8,252,2,---,時計,ROLEX,YG/SS,AT,,69173G,,,0,,落札,400000
JBA金沢,2024/6/8,252,3,---,時計,ROLEX,YG/SS,AT,,69173,,,0,,落札,420000
JBA金沢,2024/6/8,252,4,---,時計,ROLEX,YG/SS,AT,,67193,,,0,,落札,376000
JBA金沢,2024/6/8,252,5,---,時計,ROLEX,SS,手巻,,6534,,,0,,落札,222000
JBA金沢,2024/6/8,252,7,---,時計,ROLEX,WG/SS,AT,,116234,,,0,,落札,990000
JBA金沢,2024/6/8,252,8,---,時計,ROLEX,SS,AT,,116520,,,0,,落札,2820000
JBA金沢,2024/6/8,253,9,---,時計,ROLEX,SS,手巻,,6694,,,0,,落札,240000
JBA金沢,2024/6/8,253,10,---,時計,ROLEX,SS/革,手巻,,,18番 ｱｲﾎﾞﾘｰ 現状,0,,落札,120000,
JBA金沢,2024/6/8,254,2,---,時計,ROLEX,SS  ,AT,,16610T, D番,,0,,落札,1050000
JBA金沢,2024/6/8,254,4,---,時計,ROLEX,SS,AT,,126000, ﾗﾝﾀﾞﾑ番 ﾗｲﾄﾌﾞﾙｰ 保(2023.6) 別展,,0,,落札,2090000
JBA金沢,2024/6/8,254,5,---,時計,ROLEX,YG/SS,AT,,116233G, G番 ｼｬﾝﾊﾟﾝ 日ﾛﾚ(2013.10),,0,,落札,1260000
JBA金沢,2024/6/8,254,6,---,時計,ROLEX,YG/SS,AT,,16233, X番 ｼｬﾝﾊﾟﾝ,,0,,落札,730000
JBA金沢,2024/6/8,256,1,---,時計,ROLEX,YG/SS,AT,,6827_3 ,63番 ｼｬﾝﾊﾟﾝ,0,,落札,580000,
JBA金沢,2024/6/8,256,2,---,時計,ROLEX,YG/SS,AT,,1601_3 3,2番 ｼｬﾝﾊﾟﾝ,0,,落札,480000,
JBA金沢,2024/6/8,256,3,---,時計,ROLEX,YG/SS,AT,,16003, 84番 ｼｬﾝﾊﾟﾝ,,0,,落札,680000
JBA金沢,2024/6/8,256,4,---,時計,ROLEX,YG,AT,,1002/8 26番 ｼｬﾝﾊﾟﾝ,,0,,落札,500000,
JBA金沢,2024/6/8,256,5,---,時計,ROLEX,YG  ,AT,,1002/3 27番 ｼｬﾝﾊﾟﾝ,,0,,落札,480000,
JBA金沢,2024/6/8,256,6,---,時計,ROLEX,SS,AT,,1500, 36番 ｼﾙﾊﾞｰ 保,,0,,落札,280000
JBA金沢,2024/6/8,256,7,---,時計,ROLEX,SS,AT,,16030, 72番 ｼﾙﾊﾞｰ 日ﾛﾚ,,0,,落札,530000
JBA金沢,2024/6/8,256,8,---,時計,ROLEX,WG/SS,AT,,1601_4 ,51番 ｼﾙﾊﾞｰ 保,0,,落札,520000,
JBA金沢,2024/6/8,256,9,---,時計,ROLEX,WG/SS,AT,,16234, L番 ｼﾙﾊﾞｰ 不動,,0,,落札,530000
JBA金沢,2024/6/8,256,10,---,時計,ROLEX,WG/SS,AT,,1601_4 ,28番 ｼﾙﾊﾞｰ 保,0,,落札,550000,
JBA金沢,2024/6/8,257,6,---,時計,ROLEX,WG,AT,98.4g,68279G, L番 ｼﾙﾊﾞｰ,,0,,落札,1100000
JBA金沢,2024/6/8,257,7,---,時計,ROLEX,YG,AT,138.34g,18038A, 90番 ｼｬﾝﾊﾟﾝ,,0,,落札,2050000
JBA金沢,2024/6/8,260,1,---,時計,ROLEX,SS,AT,,115200, Z番 黒 箱 保(2008.6),,0,,落札,690000
JBA金沢,2024/6/8,261,6,---,時計,ROLEX,PG/SS,AT,,178341, 茶 ﾛｰﾏ 日ﾛﾚ(2017.5),,0,,落札,1620000
JBA金沢,2024/6/8,263,1,---,時計,ROLEX,SS,AT,,124300, ﾗﾝﾀﾞﾑ番 黒 保(2024.5) 別展,,0,,落札,1170000
JBA金沢,2024/6/8,263,2,---,時計,ROLEX,SS,AT,,124300, ﾗﾝﾀﾞﾑ番 緑 保(2022.7),,0,,落札,1290000
JBA金沢,2024/6/8,263,3,---,時計,ROLEX,SS,AT,,126300, ﾗﾝﾀﾞﾑ番 青 保(2024.4) 別展,,0,,落札,1450000
JBA金沢,2024/6/8,263,4,---,時計,ROLEX,WG/SS,AT,,126234, ﾗﾝﾀﾞﾑ番 青 保(2021.11),,0,,落札,1460000
JBA金沢,2024/6/8,263,5,---,時計,ROLEX,WG/SS,AT,,126334, ﾗﾝﾀﾞﾑ番 青 ﾛｰﾏ 保(2024.2),,0,,落札,1780000
JBA金沢,2024/6/8,263,6,---,時計,ROLEX,YG/SS,AT,,126303, ﾗﾝﾀﾞﾑ番 ｽﾚｰﾄ ﾛｰﾏ 保(2022.10),,0,,落札,1800000
JBA金沢,2024/6/8,263,7,---,時計,ROLEX,SS,AT,,116400GV, G番 黒 保(2012.5),,0,,落札,1200000
JBA金沢,2024/6/8,263,8,---,時計,ROLEX,SS,AT,,116610LV, ﾗﾝﾀﾞﾑ番 保(2017.7),,0,,落札,2620000
JBA金沢,2024/6/8,263,9,---,時計,ROLEX,SS,AT,,116520, ﾗﾝﾀﾞﾑ番 黒 日ﾛﾚ(2011.6) 別展,,0,,落札,2800000
JBA金沢,2024/6/8,263,10,---,時計,ROLEX,SS,AT,,126610LV, ﾗﾝﾀﾞﾑ番 保(2022.12),,0,,落札,2100000
JBA金沢,2024/6/8,264,1,---,時計,ROLEX,YG/SS,AT,,69173, 95番台 ｼｬﾝﾊﾟﾝ,,0,,落札,402000
JBA金沢,2024/6/8,264,2,---,時計,ROLEX,YG/SS,AT,,69173, 91番台 ｼｬﾝﾊﾟﾝ 保,,0,,落札,400000
JBA金沢,2024/6/8,264,3,---,時計,ROLEX,YG/SS,AT,,69173G, R番 ｼｬﾝﾊﾟﾝ,,0,,落札,480000
JBA金沢,2024/6/8,264,4,---,時計,ROLEX,YG/革,手巻,,33番 ﾁｪﾘｰﾆ ｼｬﾝﾊﾟﾝ,,0,,落札,188000,
JBA金沢,2024/6/8,264,5,---,時計,ROLEX,SS,AT,,124300, ﾗﾝﾀﾞﾑ番 青 保(2022.8),,0,,落札,1050000
JBA金沢,2024/6/8,264,6,---,時計,ROLEX,YG/SS,AT,,126333, ﾗﾝﾀﾞﾑ番 ｸﾞﾚｰ ﾛｰﾏ 保(2023.3),,0,,落札,1910000
JBA金沢,2024/6/8,264,7,---,時計,ROLEX,SS,AT,,116500LN, ﾗﾝﾀﾞﾑ番 白 保(2021.4) 別展,,0,,落札,4080000
JBA金沢,2024/6/8,264,8,---,時計,ROLEX,WG,AT,,126619LB, ﾗﾝﾀﾞﾑ番 保(2022.4) 別展,,0,,落札,4370000
JBA金沢,2024/6/8,265,4,---,時計,ROLEX,WG/SS,AT,,116264, F番 黒 保,,0,,落札,940000
JBA金沢,2024/6/8,266,3,---,時計,ROLEX,WG/SS,AT,,16014, 85番 ｼﾙﾊﾞｰ,,0,,落札,530000
JBA金沢,2024/6/8,266,4,---,時計,ROLEX,YG,AT,,1803, 53番 ｼｬﾝﾊﾟﾝ ﾍｯﾄﾞのみ,,0,,落札,900000
JBA金沢,2024/6/8,266,8,---,時計,ROLEX,YG,AT,,118238, F番 ｼｬﾝﾊﾟﾝ,,0,,落札,2700000
JBA金沢,2024/6/8,270,1,---,時計,ROLEX,SS,AT,,114270, D番 黒 保,,0,,落札,690000
JBA金沢,2024/6/8,270,2,---,時計,ROLEX,SS,AT,,16710, Z番 黒 保 ｽﾃｨｯｸﾀﾞｲｱﾙ,,0,,落札,1700000
JBA金沢,2024/6/8,270,3,---,時計,ROLEX,PT/SS,AT,,16622, Y番 ｼﾙﾊﾞｰ 保,,0,,落札,1140000
JBA金沢,2024/6/8,270,4,---,時計,ROLEX,YG,AT,,16618, N番 青 保(日付無) 別展,,0,,落札,3600000
JBA金沢,2024/6/8,270,5,---,時計,ROLEX,SS,AT,,214270, ﾗﾝﾀﾞﾑ番 保(2013.7),,0,,落札,836000
JBA金沢,2024/6/8,270,6,---,時計,ROLEX,YG/革,AT,,116518, P番 白 ｱﾗﾋﾞｱ 保 別展,,0,,落札,3070000
JBA金沢,2024/6/8,270,7,---,時計,ROLEX,PG/ﾗﾊﾞｰ,AT,,116515LN, ﾗﾝﾀﾞﾑ番 ﾁｮｺ ｱﾗﾋﾞｱ 日ﾛﾚ(2019.10) 別展,,0,,落札,5000000
JBA金沢,2024/6/8,270,8,---,時計,ROLEX,WG/SS,AT,,116264, Z番 青 保(2013.5),,0,,落札,1050000
JBA金沢,2024/6/8,270,9,---,時計,ROLEX,WG/SS,AT,,116234G, ﾗﾝﾀﾞﾑ番 黒 ｻｰﾋﾞｽ保,,0,,落札,1000000
JBA金沢,2024/6/8,270,10,---,時計,ROLEX,YG,AT,,118388, G番 ｼｬﾝﾊﾟﾝ ﾎﾘｺﾝ 保(2012.5) 別展,,0,,落札,4250000
JBA金沢,2024/6/8,272,7,---,時計,ROLEX,WG/SS,AT,,1601, 3番 ｼﾙﾊﾞｰ,,0,,落札,420000
JBA金沢,2024/6/8,273,1,---,時計,ROLEX,SS,AT,,116610LV, G番 ,,0,,落札,2350000
JBA金沢,2024/6/8,273,2,---,時計,ROLEX,SS,AT,,126710BLRO, ﾗﾝﾀﾞﾑ番 保(2022.1),,0,,落札,2850000
JBA金沢,2024/6/8,273,3,---,時計,ROLEX,PG/SS,AT,,126621, ﾗﾝﾀﾞﾑ番 黒 日ﾛﾚ(2019.10),,0,,落札,2020000
JBA金沢,2024/6/8,273,4,---,時計,ROLEX,PG/ﾗﾊﾞｰ,AT,,126655, ﾗﾝﾀﾞﾑ番 黒 保(2022.6) 別展,,0,,落札,3800000
JBA金沢,2024/6/8,273,5,---,時計,ROLEX,SS,AT,,116500LN, ﾗﾝﾀﾞﾑ番 白 日ﾛﾚ(2016.8) 別展,,0,,落札,3800000
JBA金沢,2024/6/8,273,7,---,時計,ROLEX,WG/革,AT,,116519G, V番 黒 別展,,0,,落札,2850000
JBA金沢,2024/6/8,273,8,---,時計,ROLEX,WG/革,AT,,116519LNNG, F番 ﾎﾜｲﾄﾏｻﾞｰｵﾌﾞﾊﾟｰﾙ 別展,,0,,落札,3500000
JBA金沢,2024/6/8,273,9,---,時計,ROLEX,PG/革,AT,,326135, ﾗﾝﾀﾞﾑ番 白 別展,,0,,落札,3300000
JBA金沢,2024/6/8,273,10,---,時計,ROLEX,YG,AT,,18948ABIC, W番 ｼｬﾝﾊﾟﾝ 別展,,0,,落札,4700000
JBA金沢,2024/6/8,276,6,---,時計,ROLEX,SS,AT,,126710BLRO, ﾗﾝﾀﾞﾑ番 保(2021.10),,0,,落札,2880000
JBA金沢,2024/6/8,276,7,---,時計,ROLEX,PG/ﾗﾊﾞｰ,AT,,126655, ﾗﾝﾀﾞﾑ番 ﾊﾟｳﾞｪD 保(2021.7) 別展,,0,,落札,5700000
JBA金沢,2024/6/8,279,1,---,時計,ROLEX,WG/SS,AT,,79174NR, F番 ｼｪﾙ ﾛｰﾏ 保,,0,,落札,520000
JBA金沢,2024/6/8,279,2,---,時計,ROLEX,WG/SS,AT,,179174G, ﾗﾝﾀﾞﾑ番 黒 保(2017.8),,0,,落札,860000
JBA金沢,2024/6/8,279,4,---,時計,ROLEX,SS,AT,,214270, ﾗﾝﾀﾞﾑ番 黒 保(2018.3),,0,,落札,888000
JBA金沢,2024/6/8,279,5,---,時計,ROLEX,SS,AT,,126710BLRO, ﾗﾝﾀﾞﾑ番 黒 保(2022.6),,0,,落札,2860000
JBA金沢,2024/6/8,279,6,---,時計,ROLEX,PG/ﾗﾊﾞｰ,AT,,126655, ﾗﾝﾀﾞﾑ番 黒 保(2022.9) 別展,,0,,落札,3730000
JBA金沢,2024/6/8,279,7,---,時計,ROLEX,SS,AT,,16200, A番 ｼﾙﾊﾞｰ 保,,0,,落札,640000
JBA金沢,2024/6/8,279,8,---,時計,ROLEX,SS,AT,,14270, P番 黒 保,,0,,落札,690000
JBA金沢,2024/6/8,279,9,---,時計,ROLEX,PT/SS,AT,,116622, ﾗﾝﾀﾞﾑ番 ｼﾙﾊﾞｰ,,0,,落札,1340000
JBA金沢,2024/6/8,279,10,---,時計,ROLEX,SS,AT,,16520, A番 黒,,0,,落札,2720000
JBA金沢,2024/6/8,280,8,---,時計,ROLEX,SS,AT,,1603, 3番 ｼﾙﾊﾞｰ,,0,,落札,420000
JBA金沢,2024/6/8,280,9,---,時計,ROLEX,SS,手巻,,6694, 5番 ﾍｯﾄﾞのみ,,0,,落札,190000
JBA金沢,2024/6/8,280,10,---,時計,ROLEX,SS,手巻,,6694, 3番 ｼﾙﾊﾞｰ,,0,,落札,260000
JBA金沢,2024/6/8,285,1,---,時計,ROLEX,SS,AT,,116000, ﾗﾝﾀﾞﾑ番 ｼﾙﾊﾞｰ,,0,,落札,670000
JBA金沢,2024/6/8,285,2,---,時計,ROLEX,SS,AT,,124300, ﾗﾝﾀﾞﾑ番 ｼﾙﾊﾞｰ 保(2022.8),,0,,落札,1100000
JBA金沢,2024/6/8,285,3,---,時計,ROLEX,YG/SS,AT,,116523, ﾗﾝﾀﾞﾑ番 白 日ﾛﾚ(2015.5) 修明,,0,,落札,2350000
JBA金沢,2024/6/8,285,4,---,時計,ROLEX,SS,AT,,126710BLNR, ﾗﾝﾀﾞﾑ番 保(2021.5),,0,,落札,2210000
JBA金沢,2024/6/8,285,5,---,時計,ROLEX,YG/SS,AT,,126603, ﾗﾝﾀﾞﾑ番 黒 日ﾛﾚ(2020.1),,0,,落札,2080000
JBA金沢,2024/6/8,285,6,---,時計,ROLEX,SS,AT,,126660, ﾗﾝﾀﾞﾑ番 黒 保(2021.5),,0,,落札,1460000
JBA金沢,2024/6/8,285,7,---,時計,ROLEX,YG/SS,AT,,126333, ﾗﾝﾀﾞﾑ番 黒 日ﾛﾚ(2017.12),,0,,落札,1960000
JBA金沢,2024/6/8,285,8,---,時計,ROLEX,PG/SS,AT,,279171G, ﾗﾝﾀﾞﾑ番 紫 日ﾛﾚ(2016.12),,0,,落札,1570000
JBA金沢,2024/6/8,289,6,---,時計,ROLEX,SS,手巻,,6694, 6番 ｼﾙﾊﾞｰ 不動,,0,,落札,180000
JBA金沢,2024/6/8,289,8,---,時計,ROLEX,750,手巻,,,ﾌﾟﾚｼｼﾞｮﾝ Dﾍﾞｾﾞﾙ ｼﾙﾊﾞｰ,0,,落札,370000,
JBA金沢,2024/6/8,289,9,---,時計,ROLEX,SS,AT,,116200, ﾗﾝﾀﾞﾑ番 ﾌﾗﾜｰ ｸﾞﾚｰ 箱,,0,,落札,770000
JBA金沢,2024/6/8,289,10,---,時計,ROLEX,YG/SS,AT,,126613LN, ﾗﾝﾀﾞﾑ番 黒 箱 保(2023.7),,0,,落札,2250000
JBA金沢,2024/6/8,292,1,---,時計,ROLEX,SS,AT,,14000M, 青 保(日付無),,0,,落札,560000
JBA金沢,2024/6/8,292,2,---,時計,ROLEX,SS,AT,,14000, A番 黒 日ﾛﾚ ｻｰﾋﾞｽ保,,0,,落札,500000
JBA金沢,2024/6/8,292,3,---,時計,ROLEX,SS,AT,,14010M, Y番 黒 保,,0,,落札,530000
JBA金沢,2024/6/8,292,4,---,時計,ROLEX,SS,QZ,,17000, A番 黒,,0,,落札,600000
JBA金沢,2024/6/8,292,5,---,時計,ROLEX,SS,AT,,16200, A番 ﾋﾟﾝｸ ﾛｰﾏ,,0,,落札,620000
JBA金沢,2024/6/8,292,6,---,時計,ROLEX,WG/SS,AT,,16234, R番 ｼﾙﾊﾞｰ 保(日付無),,0,,落札,720000
JBA金沢,2024/6/8,292,7,---,時計,ROLEX,WG/SS,AT,,16234, A番 ｼﾙﾊﾞｰ 保,,0,,落札,785000
JBA金沢,2024/6/8,292,8,---,時計,ROLEX,YG/SS,AT,,16233G, P番 ﾌﾞﾙｸﾞﾗ,,0,,落札,860000
JBA金沢,2024/6/8,292,9,---,時計,ROLEX,YG/SS,AT,,16263, T番 ｱｲﾎﾞﾘｰ ﾛｰﾏ ﾋﾟﾗﾐｯﾄﾞ 保,,0,,落札,860000
JBA金沢,2024/6/8,292,10,---,時計,ROLEX,YG/SS,AT,,68273NR, W番 白ｼｪﾙ ﾛｰﾏ,,0,,落札,820000
JBA金沢,2024/6/8,298,2,---,時計,ROLEX,SS,手巻,,6430, 2番 ｼﾙﾊﾞｰ,,0,,落札,170000
JBA金沢,2024/6/8,300,4,---,時計,ROLEX,YG,手巻,,2671, 43番 ｺﾞｰﾙﾄﾞ,,0,,落札,400000
JBA金沢,2024/6/8,301,2,---,時計,ROLEX,YG/SS,AT,,69173, S番 ｼｬﾝﾊﾟﾝ,,0,,落札,393000
JBA金沢,2024/6/8,304,2,---,時計,ROLEX,YG/SS,AT,,16233, S番 ｼｬﾝﾊﾟﾝ 保,,0,,落札,766000
JBA金沢,2024/6/8,309,1,---,時計,ROLEX,YG/SS,AT,,69173G, W番 ｼｬﾝﾊﾟﾝ,,0,,落札,490000
JBA金沢,2024/6/8,312,1,---,時計,ROLEX,YG,AT,112.0g,80298, Z番  別展 ﾀﾞｲﾔ純正保証,,0,,落札,6000000
JBA金沢,2024/6/8,312,2,---,時計,ROLEX,WG/SS,AT,87.0g,278274G, ﾗﾝﾀﾞﾑ番 ｸﾞﾚｰ,,0,,落札,1100000
JBA金沢,2024/6/8,312,3,---,時計,ROLEX,YG/SS,AT,149.0g,126333, ﾗﾝﾀﾞﾑ番 ｸﾞﾚｰ ﾛｰﾏ 保(2022.2),,0,,落札,1950000
JBA金沢,2024/6/8,312,4,---,時計,ROLEX,WG/SS,AT,142.0g,126334, ﾗﾝﾀﾞﾑ番 青 保(2022.4),,0,,落札,1650000
JBA金沢,2024/6/8,312,6,---,時計,ROLEX,SS,AT,159.0g,116610LN, ﾗﾝﾀﾞﾑ番 保(2020.7),,0,,落札,1640000
JBA金沢,2024/6/8,315,10,---,時計,ROLEX,WG,手巻,23.5g,3806, ﾁｪﾘｰﾆ ｸﾞﾚｰ ﾍﾞﾙﾄ劣化 現状,,0,,落札,170000
JBA金沢,2024/6/8,318,1,---,時計,ROLEX,SS,AT,,79190, Y番 ｼﾙﾊﾞｰ 日ﾛﾚ,,0,,落札,330000
JBA金沢,2024/6/8,322,9,---,時計,ROLEX,SS,AT,,114270, F番 黒,,0,,落札,550000
JBA金沢,2024/6/8,322,10,---,時計,ROLEX,SS,AT,,14000, W番 青,,0,,落札,430000
JBA金沢,2024/6/8,323,7,---,時計,ROLEX,YG/SS,AT,,68273, E番 ｼｬﾝﾊﾟﾝ 箱 保,,0,,落札,790000
JBA金沢,2024/6/8,323,8,---,時計,ROLEX,SS,AT,,77080, 青 箱(枕無) 保,,0,,落札,450000
JBA金沢,2024/6/8,323,9,---,時計,ROLEX,SS,AT,,16610, Y番 日ﾛﾚ,,0,,落札,1200000
JBA金沢,2024/6/8,323,10,---,時計,ROLEX,SS,AT,,16700, A番 黒 箱 保(日付無) 修明 ｻｰﾋﾞｽ保,,0,,落札,1490000
JBA金沢,2024/6/8,324,1,---,時計,ROLEX,SS,AT,,1601-3 ,20番 ｼﾙﾊﾞｰ,0,,落札,410000,
JBA金沢,2024/6/8,324,2,---,時計,ROLEX,WG/SS,AT,,126334, ﾗﾝﾀﾞﾑ番 ｼﾙﾊﾞｰ 保(2021.9),,0,,落札,1750000
JBA金沢,2024/6/8,324,3,---,時計,ROLEX,SS,AT,,116610LN, ﾗﾝﾀﾞﾑ番 黒 保(2014.2),,0,,落札,1460000
JBA金沢,2024/6/8,324,4,---,時計,ROLEX,PG/SS,AT,,126621, ﾗﾝﾀﾞﾑ番 黒 保(2019.10),,0,,落札,1890000
JBA金沢,2024/6/8,324,5,---,時計,ROLEX,YG,AT,,18038, 96番 黒 保 別展,,0,,落札,5550000
JBA金沢,2024/6/8,324,6,---,時計,ROLEX,YG,AT,,18238A, L番 ｼｬﾝﾊﾟﾝ ﾒｰｶｰ修理,,0,,落札,2050000
JBA金沢,2024/6/8,324,7,---,時計,ROLEX,SS,AT,,126900, ﾗﾝﾀﾞﾑ番 黒 保(2023.1),,0,,落札,1150000
JBA金沢,2024/6/8,324,8,---,時計,ROLEX,YG/SS,AT,,16523, A番 ｼﾙﾊﾞｰ,,0,,落札,1880000
JBA金沢,2024/6/8,324,9,---,時計,ROLEX,YG/SS,AT,,68273, 90番 白 保 ﾒｰｶｰ修理,,0,,落札,710000
JBA金沢,2024/6/8,324,10,---,時計,ROLEX,YG/SS,AT,,69173, 92番 ｼｬﾝﾊﾟﾝ,,0,,落札,440000
JBA金沢,2024/6/8,325,1,---,時計,ROLEX,SS,AT,,16700, 赤/青 保(日付無),,0,,落札,1380000
JBA金沢,2024/6/8,325,6,---,時計,ROLEX,K18WG/革,QZ,,6691, A番 ﾋﾟﾝｸ ﾛｰﾏ,,0,,落札,550000
JBA金沢,2024/6/8,326,8,---,時計,ROLEX,SS,AT,,14000, A番 ｻｰﾓﾝ 保,,0,,落札,550000
JBA金沢,2024/6/8,326,9,---,時計,ROLEX,SS,AT,,16200, W番 白 ﾛｰﾏ 保,,0,,落札,666000
JBA金沢,2024/6/8,327,5,---,時計,ROLEX,SS,AT,,126300, ﾗﾝﾀﾞﾑ番 ﾌﾞﾗｲﾄﾌﾞﾙｰ 日ﾛﾚ(2019.06),,0,,落札,1140000
JBA金沢,2024/6/8,328,1,---,時計,ROLEX,YG/SS,AT,,126613LN, ﾗﾝﾀﾞﾑ番 黒 保(2021.10),,0,,落札,2210000
JBA金沢,2024/6/8,328,2,---,時計,ROLEX,SS,AT,,116710BLNR, ﾗﾝﾀﾞﾑ番  保(2018.8),,0,,落札,2000000
JBA金沢,2024/6/8,328,3,---,時計,ROLEX,SS,AT,,16700, U番 黒 保,,0,,落札,1470000
JBA金沢,2024/6/8,328,4,---,時計,ROLEX,SS,AT,,16600, M番 保(2007.11),,0,,落札,1180000
JBA金沢,2024/6/8,328,5,---,時計,ROLEX,YG/SS,AT,,116233, ﾗﾝﾀﾞﾑ番 ﾎﾘｺﾝ ｼｬﾝﾊﾟﾝ 保(2016.3),,0,,落札,1320000
JBA金沢,2024/6/8,328,6,---,時計,ROLEX,YG/SS,AT,,116233, V番 ﾎﾘｺﾝ ｼｬﾝﾊﾟﾝ 保(2009.4),,0,,落札,1260000
JBA金沢,2024/6/8,328,7,---,時計,ROLEX,YG/SS,AT,,69173, U番 ﾌﾞﾙｸﾞﾗ,,0,,落札,570000
JBA金沢,2024/6/8,328,8,---,時計,ROLEX,YG/SS,AT,,69173G, S番 ｼｬﾝﾊﾟﾝ 保,,0,,落札,516000
JBA金沢,2024/6/8,330,1,---,時計,ROLEX,SS,AT,,126710BLRO, ﾗﾝﾀﾞﾑ番  保(2021.5),,0,,落札,2860000
JBA金沢,2024/6/8,332,1,---,時計,ROLEX,YG,AT,,69178, 97番 ｼｬﾝﾊﾟﾝ,,0,,落札,920000
JBA金沢,2024/6/8,332,2,---,時計,ROLEX,SS,AT,,16570, K番 白,,0,,落札,910000
