会場,開催日,箱番号,番号,レーン名,品名,ブランド名,枠,脇石,重量,品番,,ランク,スタート価格,予想時刻,オークション結果,落札価格
JBA金沢,2024/05/08,215,5,---,時計,ROLEX,SS,AT,,114300, ﾗﾝﾀﾞﾑ番 青 保(2017.5) 未使用 開封現金 別展,,0,,落札,1030000
JBA金沢,2024/05/08,215,7,---,時計,ROLEX,YG/SS,AT,,126303, ﾗﾝﾀﾞﾑ番 ｽﾚｰﾄ ﾛｰﾏ 保(2022.10),,0,,落札,1850000
JBA金沢,2024/05/08,215,8,---,時計,ROLEX,SS,AT,,16700, A番 赤/青,,0,,落札,1180000
JBA金沢,2024/05/08,215,9,---,時計,ROLEX,YG/SS,AT,,79173, Y番 黒,,0,,落札,422000
JBA金沢,2024/05/08,215,10,---,時計,ROLEX,WG/SS,AT,,16264, F番 黒 保,,0,,落札,688000
JBA金沢,2024/05/08,218,1,---,時計,ROLEX,SS,AT,,126200, ﾗﾝﾀﾞﾑ番 白 ﾛｰﾏ 箱 保(2021.5),,0,,落札,990000
JBA金沢,2024/05/08,218,2,---,時計,ROLEX,YG/SS,AT,,126333, ﾗﾝﾀﾞﾑ番 ｽﾚｰﾄ ﾛｰﾏ 箱 保(2022.9),,0,,落札,1950000
JBA金沢,2024/05/08,218,3,---,時計,ROLEX,SS,AT,,216570, ﾗﾝﾀﾞﾑ番 白 保(2020.6),,0,,落札,1300000
JBA金沢,2024/05/08,218,4,---,時計,ROLEX,SS,AT,,126610LN, ﾗﾝﾀﾞﾑ番 箱 保(2023.9),,0,,落札,1850000
JBA金沢,2024/05/08,218,5,---,時計,ROLEX,SS,AT,,126710BLNR, ﾗﾝﾀﾞﾑ番 保(2022.5),,0,,落札,2250000
JBA金沢,2024/05/08,218,6,---,時計,ROLEX,SS,AT,,126710BLRO, ﾗﾝﾀﾞﾑ番 保(2022.8),,0,,落札,2900000
JBA金沢,2024/05/08,218,7,---,時計,ROLEX,SS,AT,,126720VTNR, ﾗﾝﾀﾞﾑ番 箱 保(2023.10),,0,,落札,2570000
JBA金沢,2024/05/08,218,8,---,時計,ROLEX,SS,AT,,126720VTNR, ﾗﾝﾀﾞﾑ番 保(2023.3),,0,,落札,2660000
JBA金沢,2024/05/08,218,9,---,時計,ROLEX,SS,AT,,116500LN, ﾗﾝﾀﾞﾑ番 白 箱 日ﾛﾚ(2016.9) ｻｰﾋﾞｽ保 別展,,0,,落札,3760000
JBA金沢,2024/05/08,219,3,---,時計,ROLEX,YG,手巻,52.3g,ﾚﾃﾞｨｰｽ 20番 ｶｸｶﾞﾀ2ｼﾝ ｼｬﾝﾊﾟﾝ,,0,,落札,340000
JBA金沢,2024/05/08,222,1,---,時計,ROLEX,SS,AT,,16700, X番 ﾍﾟﾌﾟｼ ｼﾝｸﾞﾙ 日ﾛﾚ ｻｰﾋﾞｽ保,,0,,落札,1370000
JBA金沢,2024/05/08,222,2,---,時計,ROLEX,SS,AT,,16610, K番 黒,,0,,落札,980000
JBA金沢,2024/05/08,222,3,---,時計,ROLEX,YG,AT,,69178G, W番 ｼｬﾝﾊﾟﾝ,,0,,落札,840000
JBA金沢,2024/05/08,222,4,---,時計,ROLEX,SS,AT,,16220, Y番 白 ﾛｰﾏ 保,,0,,落札,673000
JBA金沢,2024/05/08,222,5,---,時計,ROLEX,YG/SS,AT,,6917, 8番 白 ﾛｰﾏ,,0,,落札,300000
JBA金沢,2024/05/08,222,6,---,時計,ROLEX,YG/SS,AT,,69173, T番 ｼｬﾝﾊﾟﾝ 保 請求はがき,,0,,落札,412000
JBA金沢,2024/05/08,222,7,---,時計,ROLEX,WG/革,手巻,,3880, 31番 ﾁｪﾘｰﾆ ｼﾙﾊﾞｰ,,0,,落札,230000
JBA金沢,2024/05/08,225,1,---,時計,ROLEX,YG/SS,AT,,69173G, W番 ｼｬﾝﾊﾟﾝ,,0,,落札,480000
JBA金沢,2024/05/08,225,2,---,時計,ROLEX,YG/SS,AT,,69173G, W番 ｼｬﾝﾊﾟﾝ 保,,0,,落札,560000
JBA金沢,2024/05/08,225,3,---,時計,ROLEX,YG/SS,AT,,68273, L番 ｼｬﾝﾊﾟﾝ 保,,0,,落札,760000
JBA金沢,2024/05/08,225,4,---,時計,ROLEX,WG/SS,AT,,16234G, L番 ｼﾙﾊﾞｰ,,0,,落札,633000
JBA金沢,2024/05/08,225,6,---,時計,ROLEX,YG/SS,AT,,16233G, S番 ｼｬﾝﾊﾟﾝ,,0,,落札,710000
JBA金沢,2024/05/08,225,7,---,時計,ROLEX,YG/SS,AT,,16233G, W番 ｼｬﾝﾊﾟﾝ,,0,,落札,710000
JBA金沢,2024/05/08,225,8,---,時計,ROLEX,SS,,,68240, U番 黒 修明,,0,,落札,510000
JBA金沢,2024/05/08,225,9,---,時計,ROLEX,SS,,,114200, M番 白 ﾛｰﾏ,,0,,落札,566000
JBA金沢,2024/05/08,225,10,---,時計,ROLEX,SS,,,15200, W番 白 ﾛｰﾏ,,0,,落札,430000
JBA金沢,2024/05/08,226,6,---,時計,ROLEX,YG/WG/SS,,,ﾃﾞｲﾄｼﾞｬｽﾄ 駒,,0,,落札,23000
JBA金沢,2024/05/08,230,5,---,時計,ROLEX,SS,手巻,,6422, 3番 ｱｲﾎﾞﾘｰ/ｼﾙﾊﾞｰ,,0,,落札,147000
JBA金沢,2024/05/08,230,6,---,時計,ROLEX,YG/SS,AT,,16203, K番 黒,,0,,落札,720000
JBA金沢,2024/05/08,230,7,---,時計,ROLEX,SS,AT,,114270, P番 黒,,0,,落札,570000
JBA金沢,2024/05/08,230,8,---,時計,ROLEX,YG/SS,AT,,16613T, F番 青 NJ NB,,0,,落札,1140000
JBA金沢,2024/05/08,232,2,---,時計,ROLEX,SS,AT,,16710, Y番 黒,,0,,落札,1100000
JBA金沢,2024/05/08,232,9,---,時計,ROLEX,YG/SS,AT,,16613, A番 青,,0,,落札,1030000
JBA金沢,2024/05/08,232,10,---,時計,ROLEX,WG,AT,,118209, M番 青 別展,,0,,落札,2500000
JBA金沢,2024/05/08,236,1,---,時計,ROLEX,SS,AT,,114270, Z番 黒,,0,,落札,580000
JBA金沢,2024/05/08,236,8,---,時計,ROLEX,YG/SS,AT,,69173, L番 ｼｬﾝﾊﾟﾝ 箱,,0,,落札,392000
JBA金沢,2024/05/08,237,4,---,時計,ROLEX,SS,AT,,6535, 04番 ｼﾙﾊﾞｰ,,0,,落札,240000
JBA金沢,2024/05/08,237,5,---,時計,ROLEX,SS,AT,,16520, A番 黒 保 別展,,0,,落札,3220000
JBA金沢,2024/05/08,239,1,---,時計,ROLEX,PG/SS,AT,,126331, ﾗﾝﾀﾞﾑ番 ﾁｮｺ 保(2020.11),,0,,落札,1940000
JBA金沢,2024/05/08,239,2,---,時計,ROLEX,SS,AT,,116400GV, ﾗﾝﾀﾞﾑ番 青 箱 保(2022.10),,0,,落札,1550000
JBA金沢,2024/05/08,239,3,---,時計,ROLEX,SS,AT,,116610LN, ﾗﾝﾀﾞﾑ番 箱 日ﾛﾚ(2012.8),,0,,落札,1400000
JBA金沢,2024/05/08,239,4,---,時計,ROLEX,SS,AT,,226570, ﾗﾝﾀﾞﾑ番 黒 保(2022.7),,0,,落札,1440000
JBA金沢,2024/05/08,239,5,---,時計,ROLEX,SS,AT,,126660, ﾗﾝﾀﾞﾑ番 黒 保(2023.2),,0,,落札,1530000
JBA金沢,2024/05/08,239,6,---,時計,ROLEX,SS,AT,,126720VTNR, ﾗﾝﾀﾞﾑ番 保(2023.7) 別展,,0,,落札,2580000
JBA金沢,2024/05/08,239,7,---,時計,ROLEX,PG/SS,AT,,126711CHNR, ﾗﾝﾀﾞﾑ番 日ﾛﾚ(2019.11),,0,,落札,2540000
JBA金沢,2024/05/08,239,8,---,時計,ROLEX,YG/SS,AT,,126713GRNR, ﾗﾝﾀﾞﾑ番 保(2023.9),,0,,落札,2760000
JBA金沢,2024/05/08,239,9,---,時計,ROLEX,SS,AT,,116500LN, ﾗﾝﾀﾞﾑ番 黒 日ﾛﾚ(2017.2) 別展,,0,,落札,3400000
JBA金沢,2024/05/08,239,10,---,時計,ROLEX,YG/SS,AT,,116503NG, ﾗﾝﾀﾞﾑ番 8PD ﾌﾞﾗｯｸｼｪﾙ/ｼｬﾝﾊﾟﾝ 保(2018.6) 別展,,0,,落札,3500000
JBA金沢,2024/05/08,240,2,---,時計,ROLEX,YG/SS,AT,,16013, 87番 ｼｬﾝﾊﾟﾝ,,0,,落札,538000
JBA金沢,2024/05/08,240,3,---,時計,ROLEX,SS,AT,,16610, K番,,0,,落札,1060000
JBA金沢,2024/05/08,240,4,---,時計,ROLEX,SS,AT,,116710, M番 黒,,0,,落札,1400000
JBA金沢,2024/05/08,240,5,---,時計,ROLEX,WG/SS,AT,,79174G, K番 白 ｻｰﾋﾞｽ保,,0,,落札,460000
JBA金沢,2024/05/08,240,6,---,時計,ROLEX,YG/SS,AT,,1601, 51番 ｼｬﾝﾊﾟﾝ,,0,,落札,440000
JBA金沢,2024/05/08,241,1,---,時計,ROLEX,YG,手巻,39.9g,ﾚﾃﾞｨｰｽ ｶｸｶﾞﾀ2ｼﾝ ｼﾙﾊﾞｰ,,0,,落札,303000
JBA金沢,2024/05/08,243,8,---,時計,ROLEX,SS,手巻,,6426, 3番 ｼﾙﾊﾞｰ,,0,,落札,220000
JBA金沢,2024/05/08,245,1,---,時計,ROLEX,YG,AT,,69178, 90番 ｼｬﾝﾊﾟﾝ,,0,,落札,830000
JBA金沢,2024/05/08,245,2,---,時計,ROLEX,SS,AT,,16610LV, F番 ﾌｧｯﾄ4 黒,,0,,落札,1410000
JBA金沢,2024/05/08,245,3,---,時計,ROLEX,YG/SS,AT,,16613, X番 黒 保,,0,,落札,1160000
JBA金沢,2024/05/08,245,4,---,時計,ROLEX,YG/SS,AT,,16233.00 W番 ｼｬﾝﾊﾟﾝ 日ﾛﾚ 冊子,,0,,落札,730000
JBA金沢,2024/05/08,245,5,---,時計,ROLEX,SS,AT,,16710, S番 黒,,0,,落札,1110000
JBA金沢,2024/05/08,245,7,---,時計,ROLEX,YG/SS,AT,,16613, S番 青 箱,,0,,落札,1140000
JBA金沢,2024/05/08,245,8,---,時計,ROLEX,SS,AT,,16570, A番 黒 箱 一部ｼﾘｱﾙ削れ,,0,,落札,650000
JBA金沢,2024/05/08,248,1,---,時計,ROLEX,YG/SS,AT,,116503G, ﾗﾝﾀﾞﾑ番 黒/ｼｬﾝﾊﾟﾝ 日ﾛﾚ(2017.12) 別展,,0,,落札,3500000
JBA金沢,2024/05/08,248,2,---,時計,ROLEX,PG/SS,AT,,116621, ﾗﾝﾀﾞﾑ番 茶 日ﾛﾚ(2018.2),,0,,落札,2030000
JBA金沢,2024/05/08,248,3,---,時計,ROLEX,SS,AT,,16600, P番 黒 保 ｻｰﾋﾞｽ保,,0,,落札,1040000
JBA金沢,2024/05/08,248,4,---,時計,ROLEX,WG/SS,AT,,116334, V番 ｼﾙﾊﾞｰ 保(2013.2),,0,,落札,1150000
JBA金沢,2024/05/08,248,5,---,時計,ROLEX,SS,AT,,214270, ﾗﾝﾀﾞﾑ番 日ﾛﾚ(2014.9),,0,,落札,810000
JBA金沢,2024/05/08,248,6,---,時計,ROLEX,SS,AT,,114270, Z番 黒 保(2008.1),,0,,落札,720000
JBA金沢,2024/05/08,248,7,---,時計,ROLEX,SS,AT,,15210, K番 青,,0,,落札,430000
JBA金沢,2024/05/08,248,10,---,時計,ROLEX,YG/SS,AT,,116523, G番 青 保(2012.6),,0,,落札,2700000
JBA金沢,2024/05/08,249,6,---,時計,ROLEX,PG,AT,,279175G, ﾗﾝﾀﾞﾑ番 9PD  茶 別展,,0,,落札,2550000
JBA金沢,2024/05/08,253,8,---,時計,ROLEX,SS,AT,,16520, A番 ﾒﾝｽﾞ 白 保 別展,,0,,落札,3400000
JBA金沢,2024/05/08,253,9,---,時計,ROLEX,WG/SS,AT,,79174NR, A番 黒ｼｪﾙ ﾛｰﾏ 保,,0,,落札,530000
JBA金沢,2024/05/08,253,10,---,時計,ROLEX,PG/SS,AT,,179171, M番 ﾋﾟﾝｸ ﾛｰﾏ 保(2009.1),,0,,落札,900000
JBA金沢,2024/05/08,257,7,---,時計,ROLEX,WG/SS,AT,,16234, R番 ﾛｰﾏﾝ 白,,0,,落札,580000
JBA金沢,2024/05/08,257,8,---,時計,ROLEX,SS,AT,,14270, W番 黒,,0,,落札,550000
JBA金沢,2024/05/08,257,9,---,時計,ROLEX,WG/SS,AT,,16234G, R番 ｼﾙﾊﾞｰ 保 ﾘｭｰｽﾞ固着,,0,,落札,600000
JBA金沢,2024/05/08,260,5,---,時計,ROLEX,YG/革,手巻,,2157, 3番台 ｼｬﾝﾊﾟﾝ 箱△ 保 1973年香港ｷﾞｬﾗ,,0,,落札,200000
JBA金沢,2024/05/08,261,4,---,時計,ROLEX,SS,AT,,14270, U番,,0,,落札,580000
JBA金沢,2024/05/08,261,5,---,時計,ROLEX,WG/SS,AT,,179174G, Z番 ｼﾙﾊﾞｰ,,0,,落札,650000
JBA金沢,2024/05/08,264,1,---,時計,ROLEX,YG/SS,AT,,16613, Y番 青,,0,,落札,1080000
JBA金沢,2024/05/08,264,2,---,時計,ROLEX,SS,AT,,16570, P番 黒 保,,0,,落札,850000
JBA金沢,2024/05/08,264,4,---,時計,ROLEX,SS,AT,,15210. W番 ｼﾙﾊﾞｰ,,0,,落札,380000
JBA金沢,2024/05/08,265,1,---,時計,ROLEX,SS,AT,,76080, K番 ﾋﾟﾝｸ 保,,0,,落札,290000
JBA金沢,2024/05/08,265,2,---,時計,ROLEX,SS,AT,,76080, Y番 ﾋﾟﾝｸ,,0,,落札,240000
JBA金沢,2024/05/08,265,3,---,時計,ROLEX,WG/SS,AT,,79174, P番 青 ﾛｰﾏ 保,,0,,落札,470000
JBA金沢,2024/05/08,265,4,---,時計,ROLEX,YG/SS,AT,,79173G, P番 ｼｬﾝﾊﾟﾝ 保 別展 未使用 開封厳禁,,0,,落札,650000
JBA金沢,2024/05/08,265,5,---,時計,ROLEX,YG/SS,AT,,69173G, S番 ﾌﾞﾙｸﾞﾗ D,,0,,落札,600000
JBA金沢,2024/05/08,265,6,---,時計,ROLEX,YG,AT,,79178G, K番 ｼｬﾝﾊﾟﾝ,,0,,落札,1150000
JBA金沢,2024/05/08,265,8,---,時計,ROLEX,YG/SS,AT,,68273, S番 青 ｺﾝﾋﾟｭｰﾀｰ,,0,,落札,740000
JBA金沢,2024/05/08,265,9,---,時計,ROLEX,YG/SS,AT,,68273G, S番 ﾌﾞﾙｸﾞﾗ,,0,,落札,850000
JBA金沢,2024/05/08,265,10,---,時計,ROLEX,WG/SS,AT,,16234NG, D番 ﾎﾜｲﾄｼｪﾙ,,0,,落札,820000
JBA金沢,2024/05/08,266,4,---,時計,ROLEX,SS,AT,,67480, A番 黒 保,,0,,落札,440000
JBA金沢,2024/05/08,266,5,---,時計,ROLEX,PT/SS,AT,,16622, P番 ｼﾙﾊﾞｰ 保,,0,,落札,1100000
JBA金沢,2024/05/08,268,1,---,時計,ROLEX,SS,AT,,116520, D番 黒 保 別展,,0,,落札,2650000
JBA金沢,2024/05/08,268,3,---,時計,ROLEX,WG/革,AT,,116519, P番 ﾀｰｺｲｽﾞ ﾛｰﾏ 箱 日ﾛﾚ 替ﾍﾞﾙﾄ 特別展 未使用,,0,,落札,12300000
JBA金沢,2024/05/08,269,1,---,時計,ROLEX,SS,AT,,16700, W番 黒 赤/青,,0,,落札,1300000
JBA金沢,2024/05/08,269,2,---,時計,ROLEX,WG/SS,AT,,126234, ﾗﾝﾀﾞﾑ番 青 保(2022.6),,0,,落札,1500000
JBA金沢,2024/05/08,269,3,---,時計,ROLEX,WG/SS,AT,,116264, D番 青 保,,0,,落札,1070000
JBA金沢,2024/05/08,269,4,---,時計,ROLEX,WG/SS,AT,,116264, D番 黒 保,,0,,落札,833000
JBA金沢,2024/05/08,269,6,---,時計,ROLEX,YG,AT,,69178G, W番 ｺﾞｰﾙﾄﾞ,,0,,落札,1080000
JBA金沢,2024/05/08,269,9,---,時計,ROLEX,YG/SS,AT,,67183, U番 ｸﾞﾚｰ,,0,,落札,286000
JBA金沢,2024/05/08,271,4,---,時計,ROLEX,YG/SS,AT,,68273G, N番 ｼｬﾝﾊﾟﾝ,,0,,落札,666000
JBA金沢,2024/05/08,271,10,---,時計,ROLEX,YG/SS,AT,,69173G, L番 ｼｬﾝﾊﾟﾝ,,0,,落札,400000
JBA金沢,2024/05/08,274,6,---,時計,ROLEX,SS,AT,,67180, U番 黒,,0,,落札,200000
JBA金沢,2024/05/08,274,7,---,時計,ROLEX,WG/SS,AT,,79174G, Y番 ｺﾝﾋﾟｭｰﾀｰ ｼﾙﾊﾞｰ,,0,,落札,445000
JBA金沢,2024/05/08,274,8,---,時計,ROLEX,SS,AT,,16570, S番 黒 ｻｰﾋﾞｽ保,,0,,落札,740000
JBA金沢,2024/05/08,276,5,---,時計,ROLEX,WG,手巻,,ｱｲﾎﾞﾘｰ,,0,,落札,200000
JBA金沢,2024/05/08,277,1,---,時計,ROLEX,SS,AT,,16570, D番 黒 箱 保,,0,,落札,860000
JBA金沢,2024/05/08,277,4,---,時計,ROLEX,YG/SS,AT,,16233.00 L番 ｼｬﾝﾊﾟﾝ 箱 保,,0,,落札,730000
JBA金沢,2024/05/08,277,6,---,時計,ROLEX,WG/SS,AT,,1603, 24番 ｼﾙﾊﾞｰ,,0,,落札,380000
JBA金沢,2024/05/08,277,7,---,時計,ROLEX,YG/SS,AT,,67193, N番 ｼｬﾝﾊﾟﾝ,,0,,落札,250000
JBA金沢,2024/05/08,277,10,---,時計,ROLEX,SS,AT,,67230, W番 ｱｲﾎﾞﾘｰ,,0,,落札,150000
JBA金沢,2024/05/08,281,1,---,時計,ROLEX,SS,AT,,14000, E番 ｸﾞﾚｰ,,0,,落札,430000
JBA金沢,2024/05/08,282,1,---,時計,ROLEX,YG/SS,AT,,16613LB, P番 青 箱 保,,0,,落札,1100000
JBA金沢,2024/05/08,282,2,---,時計,ROLEX,SS,AT,,16570, Y番 黒 箱 保,,0,,落札,800000
JBA金沢,2024/05/08,282,3,---,時計,ROLEX,SS,AT,,5513, 97番 黒,,0,,落札,1100000
JBA金沢,2024/05/08,285,2,---,時計,ROLEX,SS,AT,118.0g,114200, ﾗﾝﾀﾞﾑ番 ｼﾙﾊﾞｰ 日ﾛﾚ(2018.7),,0,,落札,750000
JBA金沢,2024/05/08,285,3,---,時計,ROLEX,PG/SS/革,AT,49.0g,1601/5 18番 ｼﾙﾊﾞｰ,,0,,落札,420000
JBA金沢,2024/05/08,285,7,---,時計,ROLEX,SS,AT,121.0g,16520, A番 黒 保 別展,,0,,落札,3220000
JBA金沢,2024/05/08,285,8,---,時計,ROLEX,WG,AT,177.0g,86349SAFUBL, ﾗﾝﾀﾞﾑ番 紫 保(2022.7),,0,,落札,8700000
JBA金沢,2024/05/08,291,8,---,時計,ROLEX,SS,AT,,6916, 30番台 ｼﾙﾊﾞｰ,,0,,落札,180000
JBA金沢,2024/05/08,291,9,---,時計,ROLEX,YG/SS,AT,,69173G, 10PD ｼｬﾝﾊﾟﾝ 箱 ｼﾘｱﾙ不明,,0,,落札,480000
JBA金沢,2024/05/08,293,10,---,時計,ROLEX,WG/SS,AT,,6517, 91番 ｼﾙﾊﾞｰ 現状,,0,,落札,120000
JBA金沢,2024/05/08,295,1,---,時計,ROLEX,SS,AT,68.0g,1002, 26番 ｼﾙﾊﾞｰ 保,,0,,落札,290000
JBA金沢,2024/05/08,295,2,---,時計,ROLEX,SS,AT,69.0g,1002, 28番 ｼﾙﾊﾞｰ,,0,,落札,250000
JBA金沢,2024/05/08,295,3,---,時計,ROLEX,SS,AT,83.0g,5500, 62番 ｼﾙﾊﾞｰ,,0,,落札,266000
JBA金沢,2024/05/08,295,4,---,時計,ROLEX,SS,AT,79.0g,5500, 24番 黒,,0,,落札,300000
JBA金沢,2024/05/08,295,5,---,時計,ROLEX,WG,AT,57.0g,1803, 36番 ｼﾙﾊﾞｰ,,0,,落札,940000
JBA金沢,2024/05/08,295,6,---,時計,ROLEX,WG/SS,AT,96.0g,16234G, 47番,,0,,落札,500000
JBA金沢,2024/05/08,297,5,---,時計,ROLEX,YG/革,手巻,,ﾁｪﾘｰﾆ ｼｬﾝﾊﾟﾝ,,0,,落札,330000
JBA金沢,2024/05/08,298,6,---,時計,ROLEX,SS,AT,,116520, V番 黒 保(2009.9) 別展,,0,,落札,2770000
JBA金沢,2024/05/08,298,7,---,時計,ROLEX,YG/SS,AT,,126613LN, ﾗﾝﾀﾞﾑ番 保(2022.12),,0,,落札,2260000
JBA金沢,2024/05/08,298,8,---,時計,ROLEX,SS,AT,,16600, F番 保,,0,,落札,1080000
JBA金沢,2024/05/08,298,9,---,時計,ROLEX,SS,AT,,114270, Z番 日ﾛﾚ(2008.4),,0,,落札,712000
JBA金沢,2024/05/08,298,10,---,時計,ROLEX,WG/SS,AT,,116234, ﾗﾝﾀﾞﾑ番 白 ﾛｰﾏ 日ﾛﾚ(2012.4),,0,,落札,1000000
JBA金沢,2024/05/08,300,1,---,時計,ROLEX,SS,AT,,116610LN, ﾗﾝﾀﾞﾑ番 箱 保(2012.8),,0,,落札,1450000
JBA金沢,2024/05/08,300,2,---,時計,ROLEX,SS,AT,,124270, ﾗﾝﾀﾞﾑ番 黒 保(2021.12) 別展,,0,,落札,1020000
JBA金沢,2024/05/08,300,3,---,時計,ROLEX,YG/SS,AT,,124273, ﾗﾝﾀﾞﾑ番 黒 保(2023.2),,0,,落札,1320000
JBA金沢,2024/05/08,300,4,---,時計,ROLEX,SS,AT,,126610LN, ﾗﾝﾀﾞﾑ番 保(2023.1),,0,,落札,1840000
JBA金沢,2024/05/08,300,5,---,時計,ROLEX,SS,AT,,126720VTNR, ﾗﾝﾀﾞﾑ番 保(2023.8),,0,,落札,2670000
JBA金沢,2024/05/08,300,6,---,時計,ROLEX,SS,AT,,116520, Y番 黒,,0,,落札,2400000
JBA金沢,2024/05/08,300,7,---,時計,ROLEX,SS,AT,,116520, M番 黒 日ﾛﾚ(2009.1) 別展,,0,,落札,2660000
JBA金沢,2024/05/08,300,8,---,時計,ROLEX,YG/SS,AT,,116523NG, F番 8PD ﾎﾜｲﾄｼｪﾙ 保(切り取),,0,,落札,2550000
JBA金沢,2024/05/08,303,6,---,時計,ROLEX,WG/SS,AT,,279174G, ﾗﾝﾀﾞﾑ番 ﾀﾞｰｸｸﾞﾚｰ 保(2023.10),,0,,落札,1250000
JBA金沢,2024/05/08,303,7,---,時計,ROLEX,YG/SS,AT,,16523NG, A番 White Mother Of Pearl 白ｼｪﾙ 日ﾛﾚ,,0,,落札,2630000
JBA金沢,2024/05/08,303,8,---,時計,ROLEX,YG/SS,AT,,126503, ﾗﾝﾀﾞﾑ番 黒 保(2024.1) 別展,,0,,落札,3400000
JBA金沢,2024/05/08,303,9,---,時計,ROLEX,PG/ﾗﾊﾞｰ,AT,,116515LNA, ﾗﾝﾀﾞﾑ番 ﾋﾟﾝｸ 保(2019.8) 別展,,0,,落札,5800000
JBA金沢,2024/05/08,304,1,---,時計,ROLEX,SS,AT,,16570, Z番 白 現状,,0,,落札,820000
JBA金沢,2024/05/08,304,5,---,時計,ROLEX,YG/革,手巻,35.7g,4083, 43番 ｼｬﾝﾊﾟﾝ 現状,,0,,落札,240000
JBA金沢,2024/05/08,306,1,---,時計,ROLEX,YG/SS,AT,,69173, R番 ｱｲﾎﾞﾘｰ ﾛｰﾏ,,0,,落札,440000
JBA金沢,2024/05/08,312,1,---,時計,ROLEX,YG/SS,AT,,16233, X番 ｼｬﾝﾊﾟﾝ 箱 ｻｰﾋﾞｽ保,,0,,落札,620000
JBA金沢,2024/05/08,312,2,---,時計,ROLEX,YG/SS,AT,,69173G, W番 ｼｬﾝﾊﾟﾝ ﾘｭｰｽﾞ閉まらない,,0,,落札,430000
JBA金沢,2024/05/08,313,1,---,時計,ROLEX,SS,AT,,115210, M番 黒 保(2012.2),,0,,落札,680000
JBA金沢,2024/05/08,313,2,---,時計,ROLEX,PG/SS,AT,,116231, ﾗﾝﾀﾞﾑ番 黒 ﾛｰﾏ 日ﾛﾚ(2017.5),,0,,落札,1330000
JBA金沢,2024/05/08,313,3,---,時計,ROLEX,PG/SS,AT,,116261, D番 黒 日ﾛﾚ(2011.12),,0,,落札,1240000
JBA金沢,2024/05/08,313,4,---,時計,ROLEX,SS,AT,,114270, G番 保(2010.10),,0,,落札,770000
JBA金沢,2024/05/08,313,6,---,時計,ROLEX,SS,AT,,116610LN, ﾗﾝﾀﾞﾑ番 日ﾛﾚ(2018.6),,0,,落札,1510000
JBA金沢,2024/05/08,313,7,---,時計,ROLEX,SS,AT,,116710LN, V番 日ﾛﾚ(2009.8),,0,,落札,1530000
JBA金沢,2024/05/08,313,9,---,時計,ROLEX,SS,AT,,116520, D番 黒 箱 保 別展,,0,,落札,2700000
JBA金沢,2024/05/08,313,10,---,時計,ROLEX,SS,AT,,116520, D番 白 箱 日ﾛﾚ(2007.11) 別展,,0,,落札,2760000
JBA金沢,2024/05/08,321,5,---,時計,ROLEX,WG/SS,AT,,116334G, ﾗﾝﾀﾞﾑ番 ｼﾙﾊﾞｰ 日ﾛﾚ(2013.8),,0,,落札,1300000
JBA金沢,2024/05/08,321,6,---,時計,ROLEX,SS,AT,,214270, ﾗﾝﾀﾞﾑ番 黒 保(2019.7),,0,,落札,900000
JBA金沢,2024/05/08,321,7,---,時計,ROLEX,SS,AT,,114060, ﾗﾝﾀﾞﾑ番 保(日付無) 別展 ﾊﾞｰｺｰﾄﾞ付,,0,,落札,1360000
JBA金沢,2024/05/08,321,8,---,時計,ROLEX,YG/SS,AT,,116613GLN, G番 保(2012.12),,0,,落札,2160000
JBA金沢,2024/05/08,321,9,---,時計,ROLEX,YG/SS,AT,,124273, ﾗﾝﾀﾞﾑ番 黒 保(2023.12),,0,,落札,1330000
JBA金沢,2024/05/08,322,1,---,時計,ROLEX,SS,AT,,114270, D番 ,,0,,落札,580000
JBA金沢,2024/05/08,323,1,---,時計,ROLEX,WG/SS,AT,,179174NR, D番 ｲｴﾛｰｼｪﾙ ﾛｰﾏ,,0,,落札,630000
JBA金沢,2024/05/08,323,2,---,時計,ROLEX,PG/SS,AT,,179171, ﾗﾝﾀﾞﾑ番 ﾋﾟﾝｸ ﾛｰﾏ 保(2017.10),,0,,落札,1130000
JBA金沢,2024/05/08,323,3,---,時計,ROLEX,YG/SS,AT,,179313NG, Z番 10PD 保(2007.10),,0,,落札,1350000
JBA金沢,2024/05/08,323,4,---,時計,ROLEX,SS,AT,,126200, ﾗﾝﾀﾞﾑ番 ｽﾚｰﾄ ﾛｰﾏ 保(2022.11),,0,,落札,1080000
JBA金沢,2024/05/08,323,5,---,時計,ROLEX,SS,AT,,126200, ﾗﾝﾀﾞﾑ番 青 保(2021.10),,0,,落札,1020000
JBA金沢,2024/05/08,323,7,---,時計,ROLEX,WG/SS,AT,,126234, ﾗﾝﾀﾞﾑ番 青 保(2021.2),,0,,落札,1400000
JBA金沢,2024/05/08,323,8,---,時計,ROLEX,SS,AT,,116610LN, ﾗﾝﾀﾞﾑ番 保(2020.1),,0,,落札,1530000
JBA金沢,2024/05/08,323,9,---,時計,ROLEX,YG/SS,AT,,124273, ﾗﾝﾀﾞﾑ番 黒 保(2022.9),,0,,落札,1360000
JBA金沢,2024/05/08,323,10,---,時計,ROLEX,YG/SS,AT,,126603, ﾗﾝﾀﾞﾑ番 日ﾛﾚ(2019.10),,0,,落札,2060000
